Name	Topic	Year	Value	
CWT	Dividend Yield (%)	09 Jun 2017	1.17
CWT	Dividend Yield (%)	2016	1.02
CWT	Dividend Yield (%)	2015	N/A
D	Market Cap (MB.)	09 Jun 2017	1,770.00
D	Price (B./share)	09 Jun 2017	8.85
D	P/E (X)	09 Jun 2017	39.72
D	Dividend Yield (%)	09 Jun 2017	N/A
DCC	Market Cap (MB.)	09 Jun 2017	26,242.54
DCC	Market Cap (MB.)	2016	28,984.29
DCC	Market Cap (MB.)	2015	27,417.57
DCC	Price (B./share)	09 Jun 2017	4.02
DCC	Price (B./share)	2016	4.44
DCC	Price (B./share)	2015	4.20
DCC	P/E (X)	09 Jun 2017	19.75
DCC	P/E (X)	2016	19.84
DCC	P/E (X)	2015	20.99
DCC	Dividend Yield (%)	09 Jun 2017	4.06
DCC	Dividend Yield (%)	2016	3.88
DCC	Dividend Yield (%)	2015	4.48
DCON	Market Cap (MB.)	09 Jun 2017	2,848.94
DCON	Market Cap (MB.)	2016	2,614.15
DCON	Market Cap (MB.)	2015	1,497.70
DCON	Price (B./share)	09 Jun 2017	0.60
DCON	Price (B./share)	2016	0.61
DCON	Price (B./share)	2015	0.70
DCON	P/E (X)	09 Jun 2017	12.50
DCON	P/E (X)	2016	15.26
DCON	P/E (X)	2015	9.79
DCON	Dividend Yield (%)	09 Jun 2017	1.33
DCON	Dividend Yield (%)	2016	6.55
DCON	Dividend Yield (%)	2015	10.30
DCORP	Market Cap (MB.)	09 Jun 2017	3,318.85
DCORP	Market Cap (MB.)	2016	5,057.70
DCORP	Market Cap (MB.)	2015	4,680.05
DCORP	Price (B./share)	09 Jun 2017	5.65
DCORP	Price (B./share)	2016	9.20
DCORP	Price (B./share)	2015	8.90
DCORP	P/E (X)	09 Jun 2017	N/A
DCORP	P/E (X)	2016	N/A
DCORP	P/E (X)	2015	N/A
DCORP	Dividend Yield (%)	09 Jun 2017	N/A
DCORP	Dividend Yield (%)	2016	N/A
DCORP	Dividend Yield (%)	2015	N/A
DELTA	Market Cap (MB.)	09 Jun 2017	116,630.18
DELTA	Market Cap (MB.)	2016	101,661.60
DELTA	Market Cap (MB.)	2015	95,424.69
DELTA	Price (B./share)	09 Jun 2017	93.50
DELTA	Price (B./share)	2016	81.50
DELTA	Price (B./share)	2015	76.50
DELTA	P/E (X)	09 Jun 2017	20.77
DELTA	P/E (X)	2016	17.86
DELTA	P/E (X)	2015	15.57
DELTA	Dividend Yield (%)	09 Jun 2017	3.21
DELTA	Dividend Yield (%)	2016	3.80
DELTA	Dividend Yield (%)	2015	3.92
DEMCO	Market Cap (MB.)	09 Jun 2017	4,893.31
DEMCO	Market Cap (MB.)	2016	6,134.89
DEMCO	Market Cap (MB.)	2015	5,148.84
DEMCO	Price (B./share)	09 Jun 2017	6.70
DEMCO	Price (B./share)	2016	8.40
DEMCO	Price (B./share)	2015	7.05
DEMCO	P/E (X)	09 Jun 2017	42.68
DEMCO	P/E (X)	2016	N/A
DEMCO	P/E (X)	2015	42.65
DEMCO	Dividend Yield (%)	09 Jun 2017	N/A
DEMCO	Dividend Yield (%)	2016	1.49
DEMCO	Dividend Yield (%)	2015	3.60
DIF	Market Cap (MB.)	09 Jun 2017	82,473.60
DIF	Market Cap (MB.)	2016	81,312.00
DIF	Market Cap (MB.)	2015	72,019.20
DIF	Price (B./share)	09 Jun 2017	14.20
DIF	Price (B./share)	2016	14.00
DIF	Price (B./share)	2015	12.40
DIF	P/E (X)	09 Jun 2017	-
DIF	P/E (X)	2016	-
DIF	P/E (X)	2015	-
DIF	Dividend Yield (%)	09 Jun 2017	6.73
DIF	Dividend Yield (%)	2016	6.76
DIF	Dividend Yield (%)	2015	5.44
DIMET	Market Cap (MB.)	09 Jun 2017	786.53
DIMET	Market Cap (MB.)	2016	668.03
DIMET	Market Cap (MB.)	2015	1,461.47
DIMET	Price (B./share)	09 Jun 2017	3.06
DIMET	Price (B./share)	2016	2.60
DIMET	Price (B./share)	2015	5.70
DIMET	P/E (X)	09 Jun 2017	N/A
DIMET	P/E (X)	2016	2,557.95
DIMET	P/E (X)	2015	N/A
DIMET	Dividend Yield (%)	09 Jun 2017	N/A
DIMET	Dividend Yield (%)	2016	N/A
DIMET	Dividend Yield (%)	2015	N/A
DNA	Market Cap (MB.)	09 Jun 2017	4,921.25
DNA	Market Cap (MB.)	2016	7,037.92
DNA	Market Cap (MB.)	2015	9,048.75
DNA	Price (B./share)	09 Jun 2017	0.93
DNA	Price (B./share)	2016	1.33
DNA	Price (B./share)	2015	1.71
DNA	P/E (X)	09 Jun 2017	N/A
DNA	P/E (X)	2016	N/A
DNA	P/E (X)	2015	N/A
DNA	Dividend Yield (%)	09 Jun 2017	N/A
DNA	Dividend Yield (%)	2016	N/A
DNA	Dividend Yield (%)	2015	N/A
DRACO	Market Cap (MB.)	09 Jun 2017	954.03
DRACO	Market Cap (MB.)	2016	1,248.15
DRACO	Market Cap (MB.)	2015	968.86
DRACO	Price (B./share)	09 Jun 2017	3.86
DRACO	Price (B./share)	2016	5.05
DRACO	Price (B./share)	2015	3.92
DRACO	P/E (X)	09 Jun 2017	N/A
DRACO	P/E (X)	2016	N/A
DRACO	P/E (X)	2015	N/A
DRACO	Dividend Yield (%)	09 Jun 2017	N/A
DRACO	Dividend Yield (%)	2016	N/A
DRACO	Dividend Yield (%)	2015	2.55
DRT	Market Cap (MB.)	09 Jun 2017	6,654.53
DRT	Market Cap (MB.)	2016	5,449.38
DRT	Market Cap (MB.)	2015	4,338.55
DRT	Price (B./share)	09 Jun 2017	6.35
DRT	Price (B./share)	2016	5.20
DRT	Price (B./share)	2015	4.14
DRT	P/E (X)	09 Jun 2017	15.11
DRT	P/E (X)	2016	12.92
DRT	P/E (X)	2015	14.96
DRT	Dividend Yield (%)	09 Jun 2017	4.72
DRT	Dividend Yield (%)	2016	5.31
DRT	Dividend Yield (%)	2015	6.52
DSGT	Market Cap (MB.)	09 Jun 2017	5,392.80
DSGT	Market Cap (MB.)	2016	6,274.80
DSGT	Market Cap (MB.)	2015	4,082.40
DSGT	Price (B./share)	09 Jun 2017	4.28
DSGT	Price (B./share)	2016	4.98
DSGT	Price (B./share)	2015	3.24
DSGT	P/E (X)	09 Jun 2017	188.37
DSGT	P/E (X)	2016	55.13
DSGT	P/E (X)	2015	N/A
DSGT	Dividend Yield (%)	09 Jun 2017	N/A
DSGT	Dividend Yield (%)	2016	0.90
DSGT	Dividend Yield (%)	2015	5.56
DTAC	Market Cap (MB.)	09 Jun 2017	120,166.41
DTAC	Market Cap (MB.)	2016	89,384.87
DTAC	Market Cap (MB.)	2015	71,626.28
DTAC	Price (B./share)	09 Jun 2017	50.75
DTAC	Price (B./share)	2016	37.75
DTAC	Price (B./share)	2015	30.25
DTAC	P/E (X)	09 Jun 2017	113.46
DTAC	P/E (X)	2016	29.27
DTAC	P/E (X)	2015	10.55
DTAC	Dividend Yield (%)	09 Jun 2017	0.83
DTAC	Dividend Yield (%)	2016	7.76
DTAC	Dividend Yield (%)	2015	22.84
DTC	Market Cap (MB.)	09 Jun 2017	8,202.50
DTC	Market Cap (MB.)	2016	7,692.50
DTC	Market Cap (MB.)	2015	5,865.00
DTC	Price (B./share)	09 Jun 2017	9.65
DTC	Price (B./share)	2016	9.05
DTC	Price (B./share)	2015	6.90
DTC	P/E (X)	09 Jun 2017	97.53
DTC	P/E (X)	2016	52.29
DTC	P/E (X)	2015	47.09
DTC	Dividend Yield (%)	09 Jun 2017	1.04
DTC	Dividend Yield (%)	2016	1.33
DTC	Dividend Yield (%)	2015	1.45
DTCI	Market Cap (MB.)	09 Jun 2017	290.00
DTCI	Market Cap (MB.)	2016	285.00
DTCI	Market Cap (MB.)	2015	262.50
DTCI	Price (B./share)	09 Jun 2017	29.00
DTCI	Price (B./share)	2016	28.50
DTCI	Price (B./share)	2015	26.25
DTCI	P/E (X)	09 Jun 2017	10.16
DTCI	P/E (X)	2016	10.24
DTCI	P/E (X)	2015	19.77
DTCI	Dividend Yield (%)	09 Jun 2017	2.41
DTCI	Dividend Yield (%)	2016	2.11
DTCI	Dividend Yield (%)	2015	0.76
DTCPF	Market Cap (MB.)	09 Jun 2017	2,620.16
DTCPF	Market Cap (MB.)	2016	3,357.08
DTCPF	Market Cap (MB.)	2015	3,664.13
DTCPF	Price (B./share)	09 Jun 2017	6.40
DTCPF	Price (B./share)	2016	8.20
DTCPF	Price (B./share)	2015	8.95
DTCPF	P/E (X)	09 Jun 2017	-
DTCPF	P/E (X)	2016	-
DTCPF	P/E (X)	2015	-
DTCPF	Dividend Yield (%)	09 Jun 2017	5.08
DTCPF	Dividend Yield (%)	2016	5.73
DTCPF	Dividend Yield (%)	2015	7.94
EA	Market Cap (MB.)	09 Jun 2017	113,765.00
EA	Market Cap (MB.)	2016	110,967.50
EA	Market Cap (MB.)	2015	83,925.00
EA	Price (B./share)	09 Jun 2017	30.50
EA	Price (B./share)	2016	29.75
EA	Price (B./share)	2015	22.50
EA	P/E (X)	09 Jun 2017	32.32
EA	P/E (X)	2016	36.12
EA	P/E (X)	2015	34.92
EA	Dividend Yield (%)	09 Jun 2017	0.49
EA	Dividend Yield (%)	2016	0.34
EA	Dividend Yield (%)	2015	0.09
EARTH	Market Cap (MB.)	09 Jun 2017	4,243.92
EARTH	Market Cap (MB.)	2016	16,339.10
EARTH	Market Cap (MB.)	2015	17,450.19
EARTH	Price (B./share)	09 Jun 2017	1.20
EARTH	Price (B./share)	2016	4.62
EARTH	Price (B./share)	2015	4.98
EARTH	P/E (X)	09 Jun 2017	6.14
EARTH	P/E (X)	2016	23.92
EARTH	P/E (X)	2015	15.97
EARTH	Dividend Yield (%)	09 Jun 2017	12.50
EARTH	Dividend Yield (%)	2016	3.06
EARTH	Dividend Yield (%)	2015	1.70
EASON	Market Cap (MB.)	09 Jun 2017	1,679.29
EASON	Market Cap (MB.)	2016	1,931.18
EASON	Market Cap (MB.)	2015	869.12
EASON	Price (B./share)	09 Jun 2017	3.60
EASON	Price (B./share)	2016	4.14
EASON	Price (B./share)	2015	2.94
EASON	P/E (X)	09 Jun 2017	19.96
EASON	P/E (X)	2016	22.62
EASON	P/E (X)	2015	11.81
EASON	Dividend Yield (%)	09 Jun 2017	1.39
EASON	Dividend Yield (%)	2016	0.59
EASON	Dividend Yield (%)	2015	3.95
EASTW	Market Cap (MB.)	09 Jun 2017	20,297.45
EASTW	Market Cap (MB.)	2016	19,631.96
EASTW	Market Cap (MB.)	2015	19,299.21
EASTW	Price (B./share)	09 Jun 2017	12.20
EASTW	Price (B./share)	2016	11.80
EASTW	Price (B./share)	2015	11.60
EASTW	P/E (X)	09 Jun 2017	15.82
EASTW	P/E (X)	2016	14.64
EASTW	P/E (X)	2015	12.21
EASTW	Dividend Yield (%)	09 Jun 2017	3.85
EASTW	Dividend Yield (%)	2016	3.98
EASTW	Dividend Yield (%)	2015	3.88
ECF	Market Cap (MB.)	09 Jun 2017	2,354.94
ECF	Market Cap (MB.)	2016	1,831.62
ECF	Market Cap (MB.)	2015	2,046.71
ECF	Price (B./share)	09 Jun 2017	4.14
ECF	Price (B./share)	2016	3.22
ECF	Price (B./share)	2015	3.72
ECF	P/E (X)	09 Jun 2017	41.99
ECF	P/E (X)	2016	24.26
ECF	P/E (X)	2015	29.71
ECF	Dividend Yield (%)	09 Jun 2017	1.29
ECF	Dividend Yield (%)	2016	1.76
ECF	Dividend Yield (%)	2015	1.75
ECL	Market Cap (MB.)	09 Jun 2017	2,570.71
ECL	Market Cap (MB.)	2016	1,293.34
ECL	Market Cap (MB.)	2015	1,034.91
ECL	Price (B./share)	09 Jun 2017	3.22
ECL	Price (B./share)	2016	1.62
ECL	Price (B./share)	2015	1.74
ECL	P/E (X)	09 Jun 2017	65.01
ECL	P/E (X)	2016	79.60
ECL	P/E (X)	2015	19.83
ECL	Dividend Yield (%)	09 Jun 2017	1.55
ECL	Dividend Yield (%)	2016	N/A
ECL	Dividend Yield (%)	2015	4.60
EE	Market Cap (MB.)	09 Jun 2017	3,558.40
EE	Market Cap (MB.)	2016	3,058.00
EE	Market Cap (MB.)	2015	2,807.80
EE	Price (B./share)	09 Jun 2017	1.28
EE	Price (B./share)	2016	1.10
EE	Price (B./share)	2015	1.01
EE	P/E (X)	09 Jun 2017	N/A
EE	P/E (X)	2016	N/A
EE	P/E (X)	2015	N/A
EE	Dividend Yield (%)	09 Jun 2017	N/A
EE	Dividend Yield (%)	2016	N/A
EE	Dividend Yield (%)	2015	N/A
EFORL	Market Cap (MB.)	09 Jun 2017	2,094.08
EFORL	Market Cap (MB.)	2016	3,723.51
EFORL	Market Cap (MB.)	2015	7,084.01
EFORL	Price (B./share)	09 Jun 2017	0.13
EFORL	Price (B./share)	2016	0.27
EFORL	Price (B./share)	2015	0.77
EFORL	P/E (X)	09 Jun 2017	N/A
EFORL	P/E (X)	2016	N/A
EFORL	P/E (X)	2015	33.47
EFORL	Dividend Yield (%)	09 Jun 2017	N/A
EFORL	Dividend Yield (%)	2016	5.02
EFORL	Dividend Yield (%)	2015	1.30
EGATIF	Market Cap (MB.)	09 Jun 2017	20,855.00
EGATIF	Market Cap (MB.)	2016	21,689.20
EGATIF	Market Cap (MB.)	2015	21,480.65
EGATIF	Price (B./share)	09 Jun 2017	10.00
EGATIF	Price (B./share)	2016	10.40
EGATIF	Price (B./share)	2015	10.30
EGATIF	P/E (X)	09 Jun 2017	-
EGATIF	P/E (X)	2016	-
EGATIF	P/E (X)	2015	-
EGATIF	Dividend Yield (%)	09 Jun 2017	5.20
EGATIF	Dividend Yield (%)	2016	2.16
EGATIF	Dividend Yield (%)	2015	N/A
EGCO	Market Cap (MB.)	09 Jun 2017	110,557.65
EGCO	Market Cap (MB.)	2016	104,766.54
EGCO	Market Cap (MB.)	2015	79,759.45
EGCO	Price (B./share)	09 Jun 2017	210.00
EGCO	Price (B./share)	2016	199.00
EGCO	Price (B./share)	2015	151.50
EGCO	P/E (X)	09 Jun 2017	12.72
EGCO	P/E (X)	2016	11.61
EGCO	P/E (X)	2015	24.34
EGCO	Dividend Yield (%)	09 Jun 2017	3.10
EGCO	Dividend Yield (%)	2016	3.14
EGCO	Dividend Yield (%)	2015	4.13
EIC	Market Cap (MB.)	09 Jun 2017	259.17
EIC	Market Cap (MB.)	2016	546.36
EIC	Market Cap (MB.)	2015	734.40
EIC	Price (B./share)	09 Jun 2017	0.37
EIC	Price (B./share)	2016	0.78
EIC	Price (B./share)	2015	1.10
EIC	P/E (X)	09 Jun 2017	N/A
EIC	P/E (X)	2016	N/A
EIC	P/E (X)	2015	N/A
EIC	Dividend Yield (%)	09 Jun 2017	N/A
EIC	Dividend Yield (%)	2016	N/A
EIC	Dividend Yield (%)	2015	N/A
EKH	Market Cap (MB.)	09 Jun 2017	3,300.00
EKH	Market Cap (MB.)	2016	4,200.00
EKH	Price (B./share)	09 Jun 2017	5.50
EKH	Price (B./share)	2016	7.00
EKH	P/E (X)	09 Jun 2017	46.29
EKH	P/E (X)	2016	57.18
EKH	Dividend Yield (%)	09 Jun 2017	1.82
EKH	Dividend Yield (%)	2016	N/A
EMC	Market Cap (MB.)	09 Jun 2017	927.71
EMC	Market Cap (MB.)	2016	1,096.39
EMC	Market Cap (MB.)	2015	1,770.31
EMC	Price (B./share)	09 Jun 2017	0.11
EMC	Price (B./share)	2016	0.13
EMC	Price (B./share)	2015	0.21
EMC	P/E (X)	09 Jun 2017	N/A
EMC	P/E (X)	2016	N/A
EMC	P/E (X)	2015	N/A
EMC	Dividend Yield (%)	09 Jun 2017	N/A
EMC	Dividend Yield (%)	2016	N/A
EMC	Dividend Yield (%)	2015	N/A
EPCO	Market Cap (MB.)	09 Jun 2017	5,254.97
EPCO	Market Cap (MB.)	2016	5,129.42
EPCO	Market Cap (MB.)	2015	4,085.58
EPCO	Price (B./share)	09 Jun 2017	6.60
EPCO	Price (B./share)	2016	6.44
EPCO	Price (B./share)	2015	5.13
EPCO	P/E (X)	09 Jun 2017	49.43
EPCO	P/E (X)	2016	20.71
EPCO	P/E (X)	2015	16.16
EPCO	Dividend Yield (%)	09 Jun 2017	1.75
EPCO	Dividend Yield (%)	2016	2.58
EPCO	Dividend Yield (%)	2015	5.41
EPG	Market Cap (MB.)	09 Jun 2017	36,680.00
EPG	Market Cap (MB.)	2016	36,120.00
EPG	Market Cap (MB.)	2015	36,680.00
EPG	Price (B./share)	09 Jun 2017	13.10
EPG	Price (B./share)	2016	12.90
EPG	Price (B./share)	2015	13.10
EPG	P/E (X)	09 Jun 2017	26.56
EPG	P/E (X)	2016	24.42
EPG	P/E (X)	2015	35.29
EPG	Dividend Yield (%)	09 Jun 2017	1.91
EPG	Dividend Yield (%)	2016	1.55
EPG	Dividend Yield (%)	2015	0.61
ERW	Market Cap (MB.)	09 Jun 2017	12,099.62
ERW	Market Cap (MB.)	2016	11,241.78
ERW	Market Cap (MB.)	2015	10,678.02
ERW	Price (B./share)	09 Jun 2017	4.84
ERW	Price (B./share)	2016	4.50
ERW	Price (B./share)	2015	4.28
ERW	P/E (X)	09 Jun 2017	31.55
ERW	P/E (X)	2016	30.65
ERW	P/E (X)	2015	72.97
ERW	Dividend Yield (%)	09 Jun 2017	1.24
ERW	Dividend Yield (%)	2016	0.89
ERW	Dividend Yield (%)	2015	0.93
ERWPF	Market Cap (MB.)	09 Jun 2017	1,267.92
ERWPF	Market Cap (MB.)	2016	1,444.02
ERWPF	Market Cap (MB.)	2015	1,725.78
ERWPF	Price (B./share)	09 Jun 2017	7.20
ERWPF	Price (B./share)	2016	8.20
ERWPF	Price (B./share)	2015	9.80
ERWPF	P/E (X)	09 Jun 2017	-
ERWPF	P/E (X)	2016	-
ERWPF	P/E (X)	2015	-
ERWPF	Dividend Yield (%)	09 Jun 2017	5.75
ERWPF	Dividend Yield (%)	2016	6.83
ERWPF	Dividend Yield (%)	2015	6.05
ESSO	Market Cap (MB.)	09 Jun 2017	36,685.09
ESSO	Market Cap (MB.)	2016	44,298.98
ESSO	Market Cap (MB.)	2015	17,304.29
ESSO	Price (B./share)	09 Jun 2017	10.60
ESSO	Price (B./share)	2016	12.80
ESSO	Price (B./share)	2015	5.00
ESSO	P/E (X)	09 Jun 2017	5.87
ESSO	P/E (X)	2016	9.50
ESSO	P/E (X)	2015	N/A
ESSO	Dividend Yield (%)	09 Jun 2017	N/A
ESSO	Dividend Yield (%)	2016	N/A
ESSO	Dividend Yield (%)	2015	N/A
ESTAR	Market Cap (MB.)	09 Jun 2017	3,515.57
ESTAR	Market Cap (MB.)	2016	3,465.35
ESTAR	Market Cap (MB.)	2015	2,963.13
ESTAR	Price (B./share)	09 Jun 2017	0.70
ESTAR	Price (B./share)	2016	0.69
ESTAR	Price (B./share)	2015	0.59
ESTAR	P/E (X)	09 Jun 2017	19.26
ESTAR	P/E (X)	2016	9.55
ESTAR	P/E (X)	2015	23.07
ESTAR	Dividend Yield (%)	09 Jun 2017	5.71
ESTAR	Dividend Yield (%)	2016	3.62
ESTAR	Dividend Yield (%)	2015	5.08
ETE	Market Cap (MB.)	09 Jun 2017	2,251.20
ETE	Price (B./share)	09 Jun 2017	4.02
ETE	P/E (X)	09 Jun 2017	41.85
ETE	Dividend Yield (%)	09 Jun 2017	0.75
EVER	Market Cap (MB.)	09 Jun 2017	2,214.33
EVER	Market Cap (MB.)	2016	2,991.28
EVER	Market Cap (MB.)	2015	2,071.89
EVER	Price (B./share)	09 Jun 2017	0.57
EVER	Price (B./share)	2016	0.77
EVER	Price (B./share)	2015	0.62
EVER	P/E (X)	09 Jun 2017	N/A
EVER	P/E (X)	2016	N/A
EVER	P/E (X)	2015	N/A
EVER	Dividend Yield (%)	09 Jun 2017	N/A
EVER	Dividend Yield (%)	2016	N/A
EVER	Dividend Yield (%)	2015	N/A
FANCY	Market Cap (MB.)	09 Jun 2017	1,402.20
FANCY	Market Cap (MB.)	2016	1,685.10
FANCY	Market Cap (MB.)	2015	1,316.00
FANCY	Price (B./share)	09 Jun 2017	2.28
FANCY	Price (B./share)	2016	2.74
FANCY	Price (B./share)	2015	2.80
FANCY	P/E (X)	09 Jun 2017	N/A
FANCY	P/E (X)	2016	N/A
FANCY	P/E (X)	2015	N/A
FANCY	Dividend Yield (%)	09 Jun 2017	N/A
FANCY	Dividend Yield (%)	2016	N/A
FANCY	Dividend Yield (%)	2015	1.79
FC	Market Cap (MB.)	09 Jun 2017	1,025.50
FC	Market Cap (MB.)	2016	999.25
FC	Market Cap (MB.)	2015	1,175.56
FC	Price (B./share)	09 Jun 2017	0.48
FC	Price (B./share)	2016	0.51
FC	Price (B./share)	2015	0.60
FC	P/E (X)	09 Jun 2017	N/A
FC	P/E (X)	2016	N/A
FC	P/E (X)	2015	N/A
FC	Dividend Yield (%)	09 Jun 2017	N/A
FC	Dividend Yield (%)	2016	N/A
FC	Dividend Yield (%)	2015	N/A
FE	Market Cap (MB.)	09 Jun 2017	1,335.00
FE	Market Cap (MB.)	2016	1,046.25
FE	Market Cap (MB.)	2015	960.00
FE	Price (B./share)	09 Jun 2017	178.00
FE	Price (B./share)	2016	139.50
FE	Price (B./share)	2015	128.00
FE	P/E (X)	09 Jun 2017	11.66
FE	P/E (X)	2016	9.54
FE	P/E (X)	2015	8.71
FE	Dividend Yield (%)	09 Jun 2017	3.93
FE	Dividend Yield (%)	2016	4.30
FE	Dividend Yield (%)	2015	3.91
FER	Market Cap (MB.)	09 Jun 2017	1,110.17
FER	Market Cap (MB.)	2016	1,670.24
FER	Market Cap (MB.)	2015	1,822.08
FER	Price (B./share)	09 Jun 2017	0.48
FER	Price (B./share)	2016	0.88
FER	Price (B./share)	2015	0.96
FER	P/E (X)	09 Jun 2017	N/A
FER	P/E (X)	2016	N/A
FER	P/E (X)	2015	N/A
FER	Dividend Yield (%)	09 Jun 2017	N/A
FER	Dividend Yield (%)	2016	N/A
FER	Dividend Yield (%)	2015	N/A
FMT	Market Cap (MB.)	09 Jun 2017	2,052.00
FMT	Market Cap (MB.)	2016	1,752.00
FMT	Market Cap (MB.)	2015	1,284.00
FMT	Price (B./share)	09 Jun 2017	42.75
FMT	Price (B./share)	2016	36.50
FMT	Price (B./share)	2015	26.75
FMT	P/E (X)	09 Jun 2017	10.50
FMT	P/E (X)	2016	11.19
FMT	P/E (X)	2015	10.87
FMT	Dividend Yield (%)	09 Jun 2017	4.68
FMT	Dividend Yield (%)	2016	3.42
FMT	Dividend Yield (%)	2015	3.74
FN	Market Cap (MB.)	09 Jun 2017	5,750.00
FN	Market Cap (MB.)	2016	9,500.00
FN	Price (B./share)	09 Jun 2017	5.75
FN	Price (B./share)	2016	9.50
FN	P/E (X)	09 Jun 2017	43.41
FN	P/E (X)	2016	69.79
FN	Dividend Yield (%)	09 Jun 2017	1.04
FN	Dividend Yield (%)	2016	N/A
FNS	Market Cap (MB.)	09 Jun 2017	1,185.79
FNS	Market Cap (MB.)	2016	1,057.33
FNS	Market Cap (MB.)	2015	1,131.44
FNS	Price (B./share)	09 Jun 2017	4.80
FNS	Price (B./share)	2016	4.28
FNS	Price (B./share)	2015	4.58
FNS	P/E (X)	09 Jun 2017	7.76
FNS	P/E (X)	2016	2.81
FNS	P/E (X)	2015	3.06
FNS	Dividend Yield (%)	09 Jun 2017	2.08
FNS	Dividend Yield (%)	2016	7.01
FNS	Dividend Yield (%)	2015	2.18
FOCUS	Market Cap (MB.)	09 Jun 2017	178.68
FOCUS	Market Cap (MB.)	2016	261.04
FOCUS	Market Cap (MB.)	2015	337.08
FOCUS	Price (B./share)	09 Jun 2017	1.41
FOCUS	Price (B./share)	2016	1.83
FOCUS	Price (B./share)	2015	2.36
FOCUS	P/E (X)	09 Jun 2017	N/A
FOCUS	P/E (X)	2016	12.93
FOCUS	P/E (X)	2015	N/A
FOCUS	Dividend Yield (%)	09 Jun 2017	N/A
FOCUS	Dividend Yield (%)	2016	N/A
FOCUS	Dividend Yield (%)	2015	N/A
FORTH	Market Cap (MB.)	09 Jun 2017	7,248.00
FORTH	Market Cap (MB.)	2016	6,864.00
FORTH	Market Cap (MB.)	2015	7,200.00
FORTH	Price (B./share)	09 Jun 2017	7.55
FORTH	Price (B./share)	2016	7.15
FORTH	Price (B./share)	2015	7.50
FORTH	P/E (X)	09 Jun 2017	23.41
FORTH	P/E (X)	2016	16.56
FORTH	P/E (X)	2015	14.19
FORTH	Dividend Yield (%)	09 Jun 2017	4.50
FORTH	Dividend Yield (%)	2016	4.48
FORTH	Dividend Yield (%)	2015	4.00
FPI	Market Cap (MB.)	09 Jun 2017	5,920.37
FPI	Market Cap (MB.)	2016	5,483.54
FPI	Market Cap (MB.)	2015	5,671.28
FPI	Price (B./share)	09 Jun 2017	4.82
FPI	Price (B./share)	2016	4.50
FPI	Price (B./share)	2015	4.68
FPI	P/E (X)	09 Jun 2017	22.21
FPI	P/E (X)	2016	22.71
FPI	P/E (X)	2015	27.87
FPI	Dividend Yield (%)	09 Jun 2017	3.29
FPI	Dividend Yield (%)	2016	2.43
FPI	Dividend Yield (%)	2015	2.29
FSMART	Market Cap (MB.)	09 Jun 2017	15,200.00
FSMART	Market Cap (MB.)	2016	15,440.00
FSMART	Market Cap (MB.)	2015	12,320.00
FSMART	Price (B./share)	09 Jun 2017	19.00
FSMART	Price (B./share)	2016	19.30
FSMART	Price (B./share)	2015	15.40
FSMART	P/E (X)	09 Jun 2017	32.75
FSMART	P/E (X)	2016	42.40
FSMART	P/E (X)	2015	49.72
FSMART	Dividend Yield (%)	09 Jun 2017	2.21
FSMART	Dividend Yield (%)	2016	1.45
FSMART	Dividend Yield (%)	2015	1.30
FSS	Market Cap (MB.)	09 Jun 2017	1,651.18
FSS	Market Cap (MB.)	2016	1,662.81
FSS	Market Cap (MB.)	2015	1,779.09
FSS	Price (B./share)	09 Jun 2017	2.84
FSS	Price (B./share)	2016	2.86
FSS	Price (B./share)	2015	3.06
FSS	P/E (X)	09 Jun 2017	6.70
FSS	P/E (X)	2016	9.34
FSS	P/E (X)	2015	7.68
FSS	Dividend Yield (%)	09 Jun 2017	4.58
FSS	Dividend Yield (%)	2016	4.55
FSS	Dividend Yield (%)	2015	5.26
FUTUREPF	Market Cap (MB.)	09 Jun 2017	10,962.02
FUTUREPF	Market Cap (MB.)	2016	12,232.98
FUTUREPF	Market Cap (MB.)	2015	10,591.32
FUTUREPF	Price (B./share)	09 Jun 2017	20.70
FUTUREPF	Price (B./share)	2016	23.10
FUTUREPF	Price (B./share)	2015	20.00
FUTUREPF	P/E (X)	09 Jun 2017	-
FUTUREPF	P/E (X)	2016	-
FUTUREPF	P/E (X)	2015	-
FUTUREPF	Dividend Yield (%)	09 Jun 2017	6.43
FUTUREPF	Dividend Yield (%)	2016	5.40
FUTUREPF	Dividend Yield (%)	2015	6.24
FVC	Market Cap (MB.)	09 Jun 2017	1,493.61
FVC	Market Cap (MB.)	2016	1,048.64
FVC	Market Cap (MB.)	2015	774.16
FVC	Price (B./share)	09 Jun 2017	2.92
FVC	Price (B./share)	2016	2.92
FVC	Price (B./share)	2015	2.57
FVC	P/E (X)	09 Jun 2017	65.51
FVC	P/E (X)	2016	90.72
FVC	P/E (X)	2015	79.15
FVC	Dividend Yield (%)	09 Jun 2017	0.50
FVC	Dividend Yield (%)	2016	1.23
FVC	Dividend Yield (%)	2015	1.09
GBX	Market Cap (MB.)	09 Jun 2017	838.59
GBX	Market Cap (MB.)	2016	871.26
GBX	Market Cap (MB.)	2015	816.81
GBX	Price (B./share)	09 Jun 2017	0.77
GBX	Price (B./share)	2016	0.80
GBX	Price (B./share)	2015	0.75
GBX	P/E (X)	09 Jun 2017	28.83
GBX	P/E (X)	2016	24.52
GBX	P/E (X)	2015	26.47
GBX	Dividend Yield (%)	09 Jun 2017	3.90
GBX	Dividend Yield (%)	2016	2.50
